[2024-12-22T00:00:01.488+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-22T00:00:01.510+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.521+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.522+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2024-12-22T00:00:01.544+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): fetch_and_insert_news_all_countries> on 2024-12-21 00:00:00+00:00
[2024-12-22T00:00:01.552+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=27755) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-22T00:00:01.554+0000] {standard_task_runner.py:72} INFO - Started process 27757 to run task
[2024-12-22T00:00:01.556+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'fetch_and_insert_news', 'fetch_and_insert_news_all_countries', 'scheduled__2024-12-21T00:00:00+00:00', '--job-id', '21', '--raw', '--subdir', 'DAGS_FOLDER/snowflake_connector_dag.py', '--cfg-path', '/tmp/tmpy8r22yvf']
[2024-12-22T00:00:01.559+0000] {standard_task_runner.py:105} INFO - Job 21: Subtask fetch_and_insert_news_all_countries
[2024-12-22T00:00:01.621+0000] {task_command.py:467} INFO - Running <TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [running]> on host 4fe538676cbc
[2024-12-22T22:16:03.795+0000] {logging_mixin.py:190} INFO - Inserted 195 articles into Snowflake table for SZ.
[2024-12-22T22:16:08.796+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-03 to 2023-01-04 for SZ...
[2024-12-22T22:16:11.721+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:16:16.722+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-04 to 2023-01-05 for SZ...
[2024-12-22T22:16:19.394+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:16:24.394+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-05 to 2023-01-06 for SZ...
[2024-12-22T22:16:27.104+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:16:32.105+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-06 to 2023-01-07 for SZ...
[2024-12-22T22:16:34.634+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:16:39.635+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-07 to 2023-01-08 for SZ...
[2024-12-22T22:16:42.190+0000] {logging_mixin.py:190} INFO - Inserted 180 articles into Snowflake table for SZ.
[2024-12-22T22:16:47.191+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-08 to 2023-01-09 for SZ...
[2024-12-22T22:16:49.566+0000] {logging_mixin.py:190} INFO - Inserted 179 articles into Snowflake table for SZ.
[2024-12-22T22:16:54.565+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-09 to 2023-01-10 for SZ...
[2024-12-22T22:16:57.144+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:17:02.146+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-10 to 2023-01-11 for SZ...
[2024-12-22T22:17:04.832+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:17:09.833+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-11 to 2023-01-12 for SZ...
[2024-12-22T22:17:12.632+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:17:17.633+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-12 to 2023-01-13 for SZ...
[2024-12-22T22:17:20.289+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:17:25.289+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-13 to 2023-01-14 for SZ...
[2024-12-22T22:17:28.071+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:17:33.072+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-14 to 2023-01-15 for SZ...
[2024-12-22T22:17:36.064+0000] {logging_mixin.py:190} INFO - Inserted 242 articles into Snowflake table for SZ.
[2024-12-22T22:17:41.065+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-15 to 2023-01-16 for SZ...
[2024-12-22T22:17:43.396+0000] {logging_mixin.py:190} INFO - Inserted 184 articles into Snowflake table for SZ.
[2024-12-22T22:17:48.398+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-16 to 2023-01-17 for SZ...
[2024-12-22T22:17:51.435+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:17:56.435+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-17 to 2023-01-18 for SZ...
[2024-12-22T22:17:59.150+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:18:04.152+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-18 to 2023-01-19 for SZ...
[2024-12-22T22:18:07.242+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:18:12.243+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-19 to 2023-01-20 for SZ...
[2024-12-22T22:18:15.023+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:18:20.024+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-20 to 2023-01-21 for SZ...
[2024-12-22T22:18:22.936+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:18:27.935+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-21 to 2023-01-22 for SZ...
[2024-12-22T22:18:30.769+0000] {logging_mixin.py:190} INFO - Inserted 246 articles into Snowflake table for SZ.
[2024-12-22T22:18:35.771+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-22 to 2023-01-23 for SZ...
[2024-12-22T22:18:38.152+0000] {logging_mixin.py:190} INFO - Inserted 190 articles into Snowflake table for SZ.
[2024-12-22T22:18:43.153+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-23 to 2023-01-24 for SZ...
[2024-12-22T22:18:46.022+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:18:51.023+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-24 to 2023-01-25 for SZ...
[2024-12-22T22:18:53.643+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:18:58.646+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-25 to 2023-01-26 for SZ...
[2024-12-22T22:19:01.137+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:19:06.139+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-26 to 2023-01-27 for SZ...
[2024-12-22T22:19:09.159+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:19:14.160+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-27 to 2023-01-28 for SZ...
[2024-12-22T22:19:16.957+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:19:21.959+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-28 to 2023-01-29 for SZ...
[2024-12-22T22:19:24.776+0000] {logging_mixin.py:190} INFO - Inserted 228 articles into Snowflake table for SZ.
[2024-12-22T22:19:29.778+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-29 to 2023-01-30 for SZ...
[2024-12-22T22:19:32.636+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:24:37.619+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-30 to 2023-01-31 for SZ...
[2024-12-22T22:24:40.728+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:24:45.729+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-01-31 to 2023-02-01 for SZ...
[2024-12-22T22:24:48.316+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:24:53.317+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-01 to 2023-02-02 for SZ...
[2024-12-22T22:24:55.903+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:25:00.904+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-02 to 2023-02-03 for SZ...
[2024-12-22T22:25:03.666+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:25:08.667+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-03 to 2023-02-04 for SZ...
[2024-12-22T22:25:12.347+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:25:17.348+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-04 to 2023-02-05 for SZ...
[2024-12-22T22:25:19.696+0000] {logging_mixin.py:190} INFO - Inserted 152 articles into Snowflake table for SZ.
[2024-12-22T22:25:24.695+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-05 to 2023-02-06 for SZ...
[2024-12-22T22:25:27.189+0000] {logging_mixin.py:190} INFO - Inserted 207 articles into Snowflake table for SZ.
[2024-12-22T22:25:32.191+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-06 to 2023-02-07 for SZ...
[2024-12-22T22:25:35.004+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:25:40.006+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-07 to 2023-02-08 for SZ...
[2024-12-22T22:25:42.830+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:25:47.831+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-08 to 2023-02-09 for SZ...
[2024-12-22T22:25:50.530+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:25:55.529+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-09 to 2023-02-10 for SZ...
[2024-12-22T22:25:58.360+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:26:03.361+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-10 to 2023-02-11 for SZ...
[2024-12-22T22:26:05.962+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:26:10.964+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-11 to 2023-02-12 for SZ...
[2024-12-22T22:26:13.676+0000] {logging_mixin.py:190} INFO - Inserted 202 articles into Snowflake table for SZ.
[2024-12-22T22:26:18.677+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-12 to 2023-02-13 for SZ...
[2024-12-22T22:26:21.063+0000] {logging_mixin.py:190} INFO - Inserted 190 articles into Snowflake table for SZ.
[2024-12-22T22:26:26.064+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-13 to 2023-02-14 for SZ...
[2024-12-22T22:26:28.828+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:26:33.829+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-14 to 2023-02-15 for SZ...
[2024-12-22T22:26:36.444+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:26:41.445+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-15 to 2023-02-16 for SZ...
[2024-12-22T22:26:44.138+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:26:49.139+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-16 to 2023-02-17 for SZ...
[2024-12-22T22:26:52.068+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:26:57.068+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-17 to 2023-02-18 for SZ...
[2024-12-22T22:26:59.872+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:27:04.873+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-18 to 2023-02-19 for SZ...
[2024-12-22T22:27:07.858+0000] {logging_mixin.py:190} INFO - Inserted 216 articles into Snowflake table for SZ.
[2024-12-22T22:27:12.860+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-19 to 2023-02-20 for SZ...
[2024-12-22T22:27:15.355+0000] {logging_mixin.py:190} INFO - Inserted 209 articles into Snowflake table for SZ.
[2024-12-22T22:27:20.356+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-20 to 2023-02-21 for SZ...
[2024-12-22T22:27:23.479+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:27:28.478+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-21 to 2023-02-22 for SZ...
[2024-12-22T22:27:31.257+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:27:36.259+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-22 to 2023-02-23 for SZ...
[2024-12-22T22:27:38.957+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:27:43.958+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-23 to 2023-02-24 for SZ...
[2024-12-22T22:27:46.763+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:27:51.764+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-24 to 2023-02-25 for SZ...
[2024-12-22T22:27:54.632+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:27:59.634+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-25 to 2023-02-26 for SZ...
[2024-12-22T22:28:02.936+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:28:07.938+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-26 to 2023-02-27 for SZ...
[2024-12-22T22:28:10.681+0000] {logging_mixin.py:190} INFO - Inserted 220 articles into Snowflake table for SZ.
[2024-12-22T22:28:15.682+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-27 to 2023-02-28 for SZ...
[2024-12-22T22:28:18.335+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:28:23.337+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-02-28 to 2023-03-01 for SZ...
[2024-12-22T22:28:26.104+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:28:31.105+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-01 to 2023-03-02 for SZ...
[2024-12-22T22:28:33.825+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:28:38.826+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-02 to 2023-03-03 for SZ...
[2024-12-22T22:28:41.608+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:28:46.609+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-03 to 2023-03-04 for SZ...
[2024-12-22T22:28:49.592+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:28:54.591+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-04 to 2023-03-05 for SZ...
[2024-12-22T22:28:57.058+0000] {logging_mixin.py:190} INFO - Inserted 198 articles into Snowflake table for SZ.
[2024-12-22T22:29:02.059+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-05 to 2023-03-06 for SZ...
[2024-12-22T22:29:04.730+0000] {logging_mixin.py:190} INFO - Inserted 202 articles into Snowflake table for SZ.
[2024-12-22T22:29:09.732+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-06 to 2023-03-07 for SZ...
[2024-12-22T22:29:12.428+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:29:17.430+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-07 to 2023-03-08 for SZ...
[2024-12-22T22:29:20.598+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:29:25.598+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-08 to 2023-03-09 for SZ...
[2024-12-22T22:29:29.886+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:29:34.887+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-09 to 2023-03-10 for SZ...
[2024-12-22T22:29:37.514+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:29:42.516+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-10 to 2023-03-11 for SZ...
[2024-12-22T22:29:45.381+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:29:50.382+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-11 to 2023-03-12 for SZ...
[2024-12-22T22:29:52.720+0000] {logging_mixin.py:190} INFO - Inserted 191 articles into Snowflake table for SZ.
[2024-12-22T22:29:57.719+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-12 to 2023-03-13 for SZ...
[2024-12-22T22:30:00.441+0000] {logging_mixin.py:190} INFO - Inserted 246 articles into Snowflake table for SZ.
[2024-12-22T22:30:05.443+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-13 to 2023-03-14 for SZ...
[2024-12-22T22:30:08.324+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:30:13.326+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-14 to 2023-03-15 for SZ...
[2024-12-22T22:30:16.276+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:30:21.278+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-15 to 2023-03-16 for SZ...
[2024-12-22T22:30:24.526+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:30:29.527+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-16 to 2023-03-17 for SZ...
[2024-12-22T22:30:32.277+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:30:37.278+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-17 to 2023-03-18 for SZ...
[2024-12-22T22:30:40.031+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:30:45.033+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-18 to 2023-03-19 for SZ...
[2024-12-22T22:30:47.977+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:30:52.979+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-19 to 2023-03-20 for SZ...
[2024-12-22T22:30:55.619+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:31:00.620+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-20 to 2023-03-21 for SZ...
[2024-12-22T22:31:03.564+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:31:08.566+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-21 to 2023-03-22 for SZ...
[2024-12-22T22:31:11.297+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:31:16.298+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-22 to 2023-03-23 for SZ...
[2024-12-22T22:31:18.327+0000] {logging_mixin.py:190} INFO - Inserted 33 articles into Snowflake table for SZ.
[2024-12-22T22:31:23.328+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-23 to 2023-03-24 for SZ...
[2024-12-22T22:31:24.658+0000] {logging_mixin.py:190} INFO - No valid articles found for date: 2023-03-23 and country: SZ.
[2024-12-22T22:31:29.659+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-24 to 2023-03-25 for SZ...
[2024-12-22T22:31:32.045+0000] {logging_mixin.py:190} INFO - Inserted 98 articles into Snowflake table for SZ.
[2024-12-22T22:31:37.046+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-25 to 2023-03-26 for SZ...
[2024-12-22T22:31:39.876+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:31:44.878+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-26 to 2023-03-27 for SZ...
[2024-12-22T22:31:47.517+0000] {logging_mixin.py:190} INFO - Inserted 246 articles into Snowflake table for SZ.
[2024-12-22T22:31:52.518+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-27 to 2023-03-28 for SZ...
[2024-12-22T22:31:54.770+0000] {logging_mixin.py:190} INFO - Inserted 194 articles into Snowflake table for SZ.
[2024-12-22T22:31:59.772+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-28 to 2023-03-29 for SZ...
[2024-12-22T22:32:02.067+0000] {logging_mixin.py:190} INFO - Inserted 170 articles into Snowflake table for SZ.
[2024-12-22T22:32:07.068+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-29 to 2023-03-30 for SZ...
[2024-12-22T22:32:09.347+0000] {logging_mixin.py:190} INFO - Inserted 176 articles into Snowflake table for SZ.
[2024-12-22T22:37:14.329+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-30 to 2023-03-31 for SZ...
[2024-12-22T22:37:17.724+0000] {logging_mixin.py:190} INFO - Inserted 222 articles into Snowflake table for SZ.
[2024-12-22T22:37:22.726+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-03-31 to 2023-04-01 for SZ...
[2024-12-22T22:37:25.742+0000] {logging_mixin.py:190} INFO - Inserted 216 articles into Snowflake table for SZ.
[2024-12-22T22:37:30.743+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-01 to 2023-04-02 for SZ...
[2024-12-22T22:37:32.883+0000] {logging_mixin.py:190} INFO - Inserted 83 articles into Snowflake table for SZ.
[2024-12-22T22:37:37.884+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-02 to 2023-04-03 for SZ...
[2024-12-22T22:37:40.580+0000] {logging_mixin.py:190} INFO - Inserted 192 articles into Snowflake table for SZ.
[2024-12-22T22:37:45.581+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-03 to 2023-04-04 for SZ...
[2024-12-22T22:37:48.386+0000] {logging_mixin.py:190} INFO - Inserted 234 articles into Snowflake table for SZ.
[2024-12-22T22:37:53.388+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-04 to 2023-04-05 for SZ...
[2024-12-22T22:37:55.804+0000] {logging_mixin.py:190} INFO - Inserted 184 articles into Snowflake table for SZ.
[2024-12-22T22:38:00.805+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-05 to 2023-04-06 for SZ...
[2024-12-22T22:38:03.278+0000] {logging_mixin.py:190} INFO - Inserted 170 articles into Snowflake table for SZ.
[2024-12-22T22:38:08.280+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-06 to 2023-04-07 for SZ...
[2024-12-22T22:38:10.558+0000] {logging_mixin.py:190} INFO - Inserted 124 articles into Snowflake table for SZ.
[2024-12-22T22:38:15.559+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-07 to 2023-04-08 for SZ...
[2024-12-22T22:38:17.998+0000] {logging_mixin.py:190} INFO - Inserted 124 articles into Snowflake table for SZ.
[2024-12-22T22:38:22.999+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-08 to 2023-04-09 for SZ...
[2024-12-22T22:38:25.362+0000] {logging_mixin.py:190} INFO - Inserted 101 articles into Snowflake table for SZ.
[2024-12-22T22:38:30.364+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-09 to 2023-04-10 for SZ...
[2024-12-22T22:38:32.646+0000] {logging_mixin.py:190} INFO - Inserted 101 articles into Snowflake table for SZ.
[2024-12-22T22:38:37.647+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-10 to 2023-04-11 for SZ...
[2024-12-22T22:38:39.907+0000] {logging_mixin.py:190} INFO - Inserted 124 articles into Snowflake table for SZ.
[2024-12-22T22:38:44.909+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-11 to 2023-04-12 for SZ...
[2024-12-22T22:38:47.227+0000] {logging_mixin.py:190} INFO - Inserted 168 articles into Snowflake table for SZ.
[2024-12-22T22:38:52.228+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-12 to 2023-04-13 for SZ...
[2024-12-22T22:38:54.770+0000] {logging_mixin.py:190} INFO - Inserted 147 articles into Snowflake table for SZ.
[2024-12-22T22:38:59.772+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-13 to 2023-04-14 for SZ...
[2024-12-22T22:39:04.262+0000] {logging_mixin.py:190} INFO - Inserted 184 articles into Snowflake table for SZ.
[2024-12-22T22:39:09.264+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-14 to 2023-04-15 for SZ...
[2024-12-22T22:39:11.640+0000] {logging_mixin.py:190} INFO - Inserted 115 articles into Snowflake table for SZ.
[2024-12-22T22:39:16.642+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-15 to 2023-04-16 for SZ...
[2024-12-22T22:39:19.197+0000] {logging_mixin.py:190} INFO - Inserted 100 articles into Snowflake table for SZ.
[2024-12-22T22:39:24.197+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-16 to 2023-04-17 for SZ...
[2024-12-22T22:39:26.527+0000] {logging_mixin.py:190} INFO - Inserted 57 articles into Snowflake table for SZ.
[2024-12-22T22:39:31.529+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-17 to 2023-04-18 for SZ...
[2024-12-22T22:39:33.980+0000] {logging_mixin.py:190} INFO - Inserted 171 articles into Snowflake table for SZ.
[2024-12-22T22:39:38.981+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-18 to 2023-04-19 for SZ...
[2024-12-22T22:39:41.699+0000] {logging_mixin.py:190} INFO - Inserted 250 articles into Snowflake table for SZ.
[2024-12-22T22:39:46.700+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-19 to 2023-04-20 for SZ...
[2024-12-22T22:39:49.057+0000] {logging_mixin.py:190} INFO - Inserted 121 articles into Snowflake table for SZ.
